Lot Id,Item Id,Canonical Name,Item Type,Catalogue No,Barcode Gtin,Unit Of Measure,Location Id,Location Name,Batch/Lot,Serial Number,Expiry Date,Recall Status,Sterility Status,Qty On Hand,Qty Reserved,Unit Cost GBP,Last Counted At,Source System
LOT-IMPL-GLENOSPHERE_COMPONENT-01,INV-IMPL-GLENOSPHERE_COMPONENT,Glenosphere Component,implant,IMP-895066,05055466590515,each,LOC-STOCK-01,Main Theatre Sterile Store,B446620,S8823741,15/07/2026,clear, sterile ,8, 5 ,"GBP 6,115.59",07/07/2026 00:00,Manual Theatre Stocktake
LOT-IMPL-GLENOSPHERE_COMPONENT-02,INV-IMPL-GLENOSPHERE_COMPONENT,Glenosphere Component,implant,IMP-895066,05055466590515,each,LOC-STOCK-04,Trauma Emergency Cupboard,B928278,S7007679,07/08/2026,clear,sterile,9, 0 ,"GBP 5,171.79",28/06/2026 00:00, ERP Materials Management 
LOT-IMPL-GLENOSPHERE_COMPONENT-03,INV-IMPL-GLENOSPHERE_COMPONENT,Glenosphere Component,implant, IMP-895066 ,05055466590515,each,LOC-STOCK-01,Main Theatre Sterile Store,B924451,S9474848,15/07/2026, supplier_notice ,sterile,16,1,"GBP 2,907.98",21/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-HUMERAL_STEM_COMPONENT-01,INV-IMPL-HUMERAL_STEM_COMPONENT,Humeral Stem Component,implant,IMP-514173,05086449251925,each,LOC-STOCK-03, Day Surgery Store , B447148 , S7053183 ,07/08/2026,clear,sterile, 6 ,2,"GBP 1,693.44",19/06/2026 00:00, ERP Materials Management 
LOT-IMPL-HUMERAL_TRAY-01,INV-IMPL-HUMERAL_TRAY,Humeral Tray,implant, IMP-241240 ,05062914865281, each ,LOC-STOCK-01,Main Theatre Sterile Store,B801432,S6805039,04/01/2027,clear,sterile,0, 0 ,"GBP 1,828.14",18/06/2026 00:00, ERP Materials Management 
LOT-IMPL-HUMERAL_TRAY-02,INV-IMPL-HUMERAL_TRAY, Humeral Tray ,implant,IMP-241240,05062914865281,each,LOC-STOCK-03, Day Surgery Store , B499898 ,S2902100,04/01/2027,clear,sterile, 1 , 1 ,"GBP 1,928.03",29/06/2026 00:00,Manual Theatre Stocktake
LOT-IMPL-HUMERAL_TRAY-03,INV-IMPL-HUMERAL_TRAY,Humeral Tray,implant,IMP-241240,05062914865281,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay, B941814 ,S9535166,04/01/2027,clear,sterile,11,3,"GBP 3,343.85",29/06/2026 00:00,ERP Materials Management
LOT-IMPL-HUMERAL_TRAY-04,INV-IMPL-HUMERAL_TRAY,Humeral Tray,implant,IMP-241240,05062914865281, each ,LOC-STOCK-01,Main Theatre Sterile Store, B275526 , S9945709 ,15/07/2026,clear,sterile,2,0,"GBP 4,205.64",02/07/2026 00:00,ERP Materials Management
LOT-IMPL-INTRAMEDULLARY_FEMORAL_NAIL-01,INV-IMPL-INTRAMEDULLARY_FEMORAL_NAIL,Intramedullary Femoral Nail, implant ,IMP-938826,05085054235733,each,LOC-STOCK-02,Orthopaedic Implant Store,B663876,S8302077,27/06/2028, clear ,sterile,3,0,"GBP 4,943.38",04/07/2026 00:00,Manual Theatre Stocktake
LOT-IMPL-INTRAMEDULLARY_FEMORAL_NAIL-02,INV-IMPL-INTRAMEDULLARY_FEMORAL_NAIL,Intramedullary Femoral Nail,implant,IMP-938826,05085054235733,each,LOC-STOCK-01,Main Theatre Sterile Store,B176806, S1910467 ,06/10/2026,clear, sterile , 1 ,0,"GBP 5,234.42",21/06/2026 00:00,Manual Theatre Stocktake
LOT-IMPL-LAG_SCREW_KIT-01,INV-IMPL-LAG_SCREW_KIT,Lag Screw Kit,implant,IMP-633470,05021418880592, each ,LOC-STOCK-04,Trauma Emergency Cupboard,B554059, S6308382 ,07/08/2026,clear,sterile,14, 0 ,"GBP 2,745.44",05/07/2026 00:00,ERP Materials Management
LOT-IMPL-LAG_SCREW_KIT-02,INV-IMPL-LAG_SCREW_KIT,Lag Screw Kit,implant,IMP-633470,05021418880592,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay, B147727 ,S2217848,18/06/2026,clear,sterile, 2 , 1 ,"GBP 6,057.49",05/07/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-MALLEOLAR_SCREWS-01,INV-IMPL-MALLEOLAR_SCREWS, Malleolar Screws ,implant,IMP-751256,05022292706537,each,LOC-STOCK-04, Trauma Emergency Cupboard ,B514306, S1517059 ,04/01/2027, clear , sterile ,14,3,"GBP 1,311.39",01/07/2026 00:00, Manual Theatre Stocktake 
LOT-IMPL-MALLEOLAR_SCREWS-02,INV-IMPL-MALLEOLAR_SCREWS,Malleolar Screws, implant ,IMP-751256, 05022292706537 , each ,LOC-STOCK-03,Day Surgery Store,B764845,S3417186,08/07/2027, clear ,sterile,17,2,"GBP 4,515.33",18/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-MALLEOLAR_SCREWS-03,INV-IMPL-MALLEOLAR_SCREWS,Malleolar Screws, implant ,IMP-751256,05022292706537, each ,LOC-STOCK-02,Orthopaedic Implant Store,B229221,S1700837,18/06/2026,clear,sterile,17,0,"GBP 3,872.22",26/06/2026 00:00,ERP Materials Management
LOT-IMPL-POLYETHYLENE_INSERT-01,INV-IMPL-POLYETHYLENE_INSERT,Polyethylene Insert,implant, IMP-994358 ,05073834735977,each,LOC-STOCK-02, Orthopaedic Implant Store , B532699 ,S9599207,07/08/2026,clear,sterile,11,1,"GBP 1,339.87",01/07/2026 00:00,ERP Materials Management
LOT-IMPL-R3_ACETABULAR_CUP_COMPONENT-01,INV-IMPL-R3_ACETABULAR_CUP_COMPONENT,R3 Acetabular Cup Component, implant ,IMP-739782,05068862392407, each ,LOC-STOCK-01, Main Theatre Sterile Store ,B992744, S8738745 ,15/07/2026,clear, sterile ,18,5,"GBP 3,730.44",29/06/2026 00:00, ERP Materials Management 
LOT-IMPL-R3_ACETABULAR_CUP_COMPONENT-02,INV-IMPL-R3_ACETABULAR_CUP_COMPONENT, R3 Acetabular Cup Component ,implant,IMP-739782, 05068862392407 ,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B610856,S6550757,18/06/2026,clear,sterile,6,2,"GBP 1,138.52",18/06/2026 00:00,Manual Theatre Stocktake
LOT-IMPL-R3_ACETABULAR_CUP_COMPONENT-03,INV-IMPL-R3_ACETABULAR_CUP_COMPONENT,R3 Acetabular Cup Component,implant, IMP-739782 ,05068862392407,each,LOC-STOCK-02,Orthopaedic Implant Store,B433222,S9151398,18/06/2026, clear ,sterile, 2 , 1 ,"GBP 2,369.33",17/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-SUTURETAPE_ANCHORS-01,INV-IMPL-SUTURETAPE_ANCHORS,SutureTape Anchors,implant,IMP-319009,05081814124782,each,LOC-STOCK-04,Trauma Emergency Cupboard,B276831,S1081065,04/01/2027,clear,sterile, 10 ,2,"GBP 1,863.98",01/07/2026 00:00,ERP Materials Management
LOT-IMPL-SUTURETAPE_ANCHORS-02,INV-IMPL-SUTURETAPE_ANCHORS,SutureTape Anchors, implant ,IMP-319009, 05081814124782 , each ,LOC-STOCK-03,Day Surgery Store,B240829,S6562703,08/07/2027,clear,sterile,8, 3 ,"GBP 3,196.52",27/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-SWIVELOCK_ANCHORS-01,INV-IMPL-SWIVELOCK_ANCHORS,SwiveLock Anchors,implant, IMP-576685 ,05013750606853,each,LOC-STOCK-03,Day Surgery Store,B966589,S3348838,04/01/2027,clear, sterile , 2 , 2 ,"GBP 1,558.06",18/06/2026 00:00,Manual Theatre Stocktake
LOT-IMPL-SWIVELOCK_ANCHORS-02,INV-IMPL-SWIVELOCK_ANCHORS,SwiveLock Anchors, implant ,IMP-576685,05013750606853,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B762308,S1523352,08/07/2027, clear ,sterile, 0 ,0,"GBP 5,080.58",02/07/2026 00:00, Manual Theatre Stocktake 
LOT-IMPL-SWIVELOCK_ANCHORS-03,INV-IMPL-SWIVELOCK_ANCHORS, SwiveLock Anchors ,implant, IMP-576685 ,05013750606853, each ,LOC-STOCK-04,Trauma Emergency Cupboard,B785672,S3493647,04/01/2027,clear,sterile,17,2,"GBP 2,763.86",20/06/2026 00:00,ERP Materials Management
LOT-IMPL-SWIVELOCK_ANCHORS-04,INV-IMPL-SWIVELOCK_ANCHORS, SwiveLock Anchors , implant , IMP-576685 , 05013750606853 ,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B635205,S2519244,27/06/2028,clear,sterile,14,3,"GBP 2,587.77",08/07/2026 00:00, ERP Materials Management 
LOT-IMPL-TENODESIS_SCREW-01,INV-IMPL-TENODESIS_SCREW, Tenodesis Screw ,implant,IMP-320487,05015305152204,each,LOC-STOCK-05, Vendor Loan Kit Holding Bay ,B247189, S8486336 ,27/06/2028,supplier_notice,sterile, 5 , 1 ,"GBP 1,451.74",20/06/2026 00:00,ERP Materials Management
LOT-IMPL-TENODESIS_SCREW-02,INV-IMPL-TENODESIS_SCREW,Tenodesis Screw,implant,IMP-320487,05015305152204,each,LOC-STOCK-03,Day Surgery Store,B142383,S4671175,27/06/2028,supplier_notice,sterile, 15 ,3,"GBP 1,775.26",30/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-TIBIAL_BASEPLATE-01,INV-IMPL-TIBIAL_BASEPLATE,Tibial Baseplate,implant,IMP-835265,05027790104328,each,LOC-STOCK-03,Day Surgery Store,B506945,S8879825,18/06/2026, clear ,sterile,16, 3 ,"GBP 5,771.54",07/07/2026 00:00,ERP Materials Management
LOT-IMPL-TIBIAL_BASEPLATE-02,INV-IMPL-TIBIAL_BASEPLATE, Tibial Baseplate , implant , IMP-835265 ,05027790104328, each ,LOC-STOCK-03, Day Surgery Store ,B975427,S5417710,07/08/2026, clear ,sterile, 16 ,4,"GBP 3,697.75",03/07/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-TRAPEZIATOME_SPACER-01,INV-IMPL-TRAPEZIATOME_SPACER,Trapeziatome Spacer,implant,IMP-747591,05014341036971,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B363807,S7313749,07/08/2026,clear,sterile, 2 , 0 ,"GBP 3,525.69",27/06/2026 00:00,ScanTrack Theatre Inventory
LOT-IMPL-TRAPEZIATOME_SPACER-02,INV-IMPL-TRAPEZIATOME_SPACER,Trapeziatome Spacer,implant,IMP-747591,05014341036971,each,LOC-STOCK-05, Vendor Loan Kit Holding Bay ,B245718,S8380275,06/10/2026,clear,sterile, 0 ,0,"GBP 1,764.44",22/06/2026 00:00, ERP Materials Management 
LOT-IMPL-TRAPEZIATOME_SPACER-03,INV-IMPL-TRAPEZIATOME_SPACER,Trapeziatome Spacer,implant,IMP-747591,05014341036971,each,LOC-STOCK-02,Orthopaedic Implant Store,B479818,S2985251,07/08/2026,clear,sterile,5,5,"GBP 1,766.63",28/06/2026 00:00,ERP Materials Management
LOT-IMPL-TRAPEZIATOME_SPACER-04,INV-IMPL-TRAPEZIATOME_SPACER,Trapeziatome Spacer,implant,IMP-747591,05014341036971,each,LOC-STOCK-04,Trauma Emergency Cupboard,B320939,S3705263,18/06/2026,clear,sterile,15,5,"GBP 5,475.19",08/07/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-CLIPS-01,INV-SUTU-CLIPS,Clips,suture,SUT-956961,05079808932460,box,LOC-STOCK-02, Orthopaedic Implant Store ,B760120,N/A,15/07/2026, clear , sterile , 26 , 4 ,GBP 6.60,20/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-ETHIBOND_EXCEL_2-01,INV-SUTU-ETHIBOND_EXCEL_2,Ethibond Excel #2,suture,SUT-806562,05096218518888,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay, B525151 ,N/A,15/07/2026,clear,sterile,29, 4 ,GBP 56.35,18/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-ETHIBOND_EXCEL_5-01,INV-SUTU-ETHIBOND_EXCEL_5,Ethibond Excel #5, suture ,SUT-924162,05067065405153,box,LOC-STOCK-04,Trauma Emergency Cupboard,B605065,N/A,18/06/2026, clear ,sterile, 83 ,1,GBP 16.24,25/06/2026 00:00, ERP Materials Management 
LOT-SUTU-ETHIBOND_EXCEL_5-02,INV-SUTU-ETHIBOND_EXCEL_5,Ethibond Excel #5, suture ,SUT-924162,05067065405153,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B791691,N/A,15/07/2026,clear,sterile,29, 4 ,GBP 18.65,17/06/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-ETHIBOND_EXCEL_5-03,INV-SUTU-ETHIBOND_EXCEL_5,Ethibond Excel #5,suture,SUT-924162, 05067065405153 , box ,LOC-STOCK-02,Orthopaedic Implant Store, B496583 ,N/A,06/10/2026,clear,sterile,14,3,GBP 11.57,08/07/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-ETHILON_3_0-01,INV-SUTU-ETHILON_3_0,Ethilon 3-0,suture,SUT-994297,05095205852772,box,LOC-STOCK-02, Orthopaedic Implant Store , B598985 ,,27/06/2028,clear,sterile,18,4,GBP 36.59,21/06/2026 00:00,ERP Materials Management
LOT-SUTU-ETHILON_3_0-02,INV-SUTU-ETHILON_3_0, Ethilon 3-0 ,suture,SUT-994297, 05095205852772 ,box,LOC-STOCK-02,Orthopaedic Implant Store, B732789 ,,27/06/2028, clear ,sterile,67, 4 ,GBP 48.77,17/06/2026 00:00,ERP Materials Management
LOT-SUTU-ETHILON_3_0-03,INV-SUTU-ETHILON_3_0,Ethilon 3-0,suture, SUT-994297 ,05095205852772,box,LOC-STOCK-01,Main Theatre Sterile Store, B831531 ,,06/10/2026,clear,sterile,53,4,GBP 27.45,23/06/2026 00:00, ScanTrack Theatre Inventory 
LOT-SUTU-ETHILON_3_0-04,INV-SUTU-ETHILON_3_0,Ethilon 3-0, suture ,SUT-994297,05095205852772,box,LOC-STOCK-01,Main Theatre Sterile Store,B546157,,07/08/2026,clear,sterile,79, 1 ,GBP 18.12,01/07/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-ETHILON_4_0-01,INV-SUTU-ETHILON_4_0, Ethilon 4-0 ,suture,SUT-889284, 05017043030548 ,box,LOC-STOCK-03,Day Surgery Store,B298202,,04/01/2027,clear,sterile,58, 0 ,GBP 42.44,08/07/2026 00:00, ERP Materials Management 
LOT-SUTU-ETHILON_4_0-02,INV-SUTU-ETHILON_4_0,Ethilon 4-0,suture,SUT-889284,05017043030548, box ,LOC-STOCK-04,Trauma Emergency Cupboard,B786341,,04/01/2027,clear, sterile ,6,1,GBP 41.30,28/06/2026 00:00, ScanTrack Theatre Inventory 
LOT-SUTU-ETHILON_4_0-03,INV-SUTU-ETHILON_4_0,Ethilon 4-0,suture,SUT-889284,05017043030548,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B365953,,07/08/2026,clear, sterile , 60 ,2,GBP 50.24,25/06/2026 00:00, ERP Materials Management 
LOT-SUTU-FIBERTAPE_2MM-01,INV-SUTU-FIBERTAPE_2MM,FiberTape 2mm, suture ,SUT-133813, 05040345054156 ,box,LOC-STOCK-02, Orthopaedic Implant Store ,B533301,,04/01/2027,clear,sterile,56,4,GBP 46.43,23/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-FIBERTAPE_2MM-02,INV-SUTU-FIBERTAPE_2MM,FiberTape 2mm,suture,SUT-133813,05040345054156,box,LOC-STOCK-03,Day Surgery Store,B421549,N/A,07/08/2026,clear,sterile,67, 4 ,GBP 22.92,26/06/2026 00:00,ERP Materials Management
LOT-SUTU-FIBERTAPE_2MM-03,INV-SUTU-FIBERTAPE_2MM,FiberTape 2mm,suture,SUT-133813,05040345054156, box ,LOC-STOCK-02,Orthopaedic Implant Store, B568288 ,,15/07/2026,clear,sterile,21, 5 ,GBP 55.28,05/07/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-FIBERWIRE_2-01,INV-SUTU-FIBERWIRE_2,FiberWire #2,suture,SUT-455452,05065277584161, box ,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B830917,N/A,27/06/2028,clear,sterile,76, 5 ,GBP 42.31,03/07/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-FIBERWIRE_2-02,INV-SUTU-FIBERWIRE_2,FiberWire #2, suture ,SUT-455452,05065277584161,box,LOC-STOCK-02,Orthopaedic Implant Store, B594580 ,,08/07/2027, clear ,sterile, 17 ,4,GBP 27.79,06/07/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-FIBERWIRE_2-03,INV-SUTU-FIBERWIRE_2, FiberWire #2 ,suture, SUT-455452 ,05065277584161, box ,LOC-STOCK-01,Main Theatre Sterile Store,B859687,N/A,15/07/2026,clear,sterile,83,3,GBP 54.29,26/06/2026 00:00, ERP Materials Management 
LOT-SUTU-FIBERWIRE_2-04,INV-SUTU-FIBERWIRE_2, FiberWire #2 ,suture,SUT-455452,05065277584161,box,LOC-STOCK-01,Main Theatre Sterile Store,B911187,N/A,08/07/2027, clear ,sterile,82, 1 ,GBP 38.76,24/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-FIBERWIRE_5-01,INV-SUTU-FIBERWIRE_5, FiberWire #5 ,suture,SUT-887676,05084511544796,box,LOC-STOCK-03,Day Surgery Store, B304206 ,N/A,27/06/2028,clear,sterile, 72 , 0 ,GBP 46.44,22/06/2026 00:00,ERP Materials Management
LOT-SUTU-FIBERWIRE_5-02,INV-SUTU-FIBERWIRE_5,FiberWire #5,suture, SUT-887676 ,05084511544796, box ,LOC-STOCK-01,Main Theatre Sterile Store,B477214,N/A,08/07/2027,clear,sterile,27,1,GBP 39.54,03/07/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-MONOCRYL_3_0-01,INV-SUTU-MONOCRYL_3_0,Monocryl 3-0, suture ,SUT-491334,05075705964016,box,LOC-STOCK-04,Trauma Emergency Cupboard, B714549 ,N/A,27/06/2028,clear,sterile, 56 ,1,GBP 32.20,06/07/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-MONOCRYL_3_0-02,INV-SUTU-MONOCRYL_3_0,Monocryl 3-0,suture,SUT-491334,05075705964016,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B465004,N/A,04/01/2027,clear,sterile,77,2,GBP 56.04,30/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-MONOCRYL_3_0-03,INV-SUTU-MONOCRYL_3_0,Monocryl 3-0,suture,SUT-491334,05075705964016, box ,LOC-STOCK-04,Trauma Emergency Cupboard,B702833,,04/01/2027,supplier_notice,sterile,64,0,GBP 18.47,25/06/2026 00:00,ERP Materials Management
LOT-SUTU-MONOCRYL_4_0-01,INV-SUTU-MONOCRYL_4_0,Monocryl 4-0,suture, SUT-698312 ,05002970213556,box,LOC-STOCK-03,Day Surgery Store,B222692,N/A,04/01/2027,clear,sterile,43,4,GBP 55.68,21/06/2026 00:00,ERP Materials Management
LOT-SUTU-MONOCRYL_5_0-01,INV-SUTU-MONOCRYL_5_0,Monocryl 5-0,suture,SUT-365867,05092755719285,box,LOC-STOCK-05, Vendor Loan Kit Holding Bay ,B607122,N/A,08/07/2027,clear,sterile, 54 ,1,GBP 45.02,24/06/2026 00:00,ERP Materials Management
LOT-SUTU-MONOCRYL_5_0-02,INV-SUTU-MONOCRYL_5_0,Monocryl 5-0,suture, SUT-365867 ,05092755719285,box,LOC-STOCK-04,Trauma Emergency Cupboard,B221916,,06/10/2026, clear ,sterile,9, 2 ,GBP 8.11,18/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-MONOCRYL_5_0-03,INV-SUTU-MONOCRYL_5_0,Monocryl 5-0,suture,SUT-365867,05092755719285, box ,LOC-STOCK-04,Trauma Emergency Cupboard,B470248,N/A,08/07/2027,clear,sterile, 46 ,4,GBP 33.16,30/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-NYLON_3_0-01,INV-SUTU-NYLON_3_0,Nylon 3-0,suture,SUT-566420,05043102786814,box,LOC-STOCK-01,Main Theatre Sterile Store,B681489,,18/06/2026,clear,sterile,49,1,GBP 30.00,27/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-NYLON_3_0-02,INV-SUTU-NYLON_3_0,Nylon 3-0,suture,SUT-566420,05043102786814,box,LOC-STOCK-04,Trauma Emergency Cupboard,B872918,,04/01/2027, clear , sterile , 30 ,1,GBP 17.07,01/07/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-NYLON_3_0-03,INV-SUTU-NYLON_3_0,Nylon 3-0,suture,SUT-566420,05043102786814,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B473321,,15/07/2026,clear,sterile,37,1,GBP 46.17,05/07/2026 00:00, Manual Theatre Stocktake 
LOT-SUTU-NYLON_4_0-01,INV-SUTU-NYLON_4_0,Nylon 4-0,suture,SUT-765664,05039473121727,box,LOC-STOCK-01,Main Theatre Sterile Store,B989203,N/A,04/01/2027,clear,sterile,75, 3 ,GBP 24.36,28/06/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-NYLON_4_0-02,INV-SUTU-NYLON_4_0,Nylon 4-0,suture,SUT-765664, 05039473121727 ,box,LOC-STOCK-02,Orthopaedic Implant Store, B901387 ,N/A,04/01/2027, clear ,sterile, 68 ,4,GBP 19.49,01/07/2026 00:00,ERP Materials Management
LOT-SUTU-NYLON_4_0-03,INV-SUTU-NYLON_4_0,Nylon 4-0,suture,SUT-765664,05039473121727,box,LOC-STOCK-04, Trauma Emergency Cupboard ,B667036,,15/07/2026,clear,sterile,60, 0 ,GBP 31.38,26/06/2026 00:00,ERP Materials Management
LOT-SUTU-NYLON_4_0-04,INV-SUTU-NYLON_4_0,Nylon 4-0,suture, SUT-765664 ,05039473121727,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B582418,,27/06/2028, clear ,sterile,21,2,GBP 41.37,08/07/2026 00:00, ERP Materials Management 
LOT-SUTU-PDS_II_0-01,INV-SUTU-PDS_II_0,PDS II 0,suture,SUT-820698, 05055188442258 ,box,LOC-STOCK-03,Day Surgery Store,B742544,N/A,06/10/2026,clear,sterile, 47 ,2,GBP 14.51,30/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-PDS_II_0-02,INV-SUTU-PDS_II_0,PDS II 0, suture ,SUT-820698,05055188442258,box,LOC-STOCK-03,Day Surgery Store,B483699,N/A,07/08/2026,clear,sterile,84, 1 ,GBP 31.18,02/07/2026 00:00, ScanTrack Theatre Inventory 
LOT-SUTU-PDS_II_1-01,INV-SUTU-PDS_II_1, PDS II 1 ,suture,SUT-456828,05013237058957, box ,LOC-STOCK-04,Trauma Emergency Cupboard,B288627,N/A,07/08/2026,clear, sterile ,41,4,GBP 11.52,20/06/2026 00:00,ERP Materials Management
LOT-SUTU-PDS_II_1-02,INV-SUTU-PDS_II_1, PDS II 1 ,suture,SUT-456828,05013237058957, box ,LOC-STOCK-02,Orthopaedic Implant Store,B682316,,15/07/2026,clear, sterile , 40 , 3 ,GBP 50.31,02/07/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-PDS_II_1-03,INV-SUTU-PDS_II_1, PDS II 1 ,suture,SUT-456828,05013237058957,box,LOC-STOCK-04,Trauma Emergency Cupboard,B944804,N/A,27/06/2028,supplier_notice,sterile,25, 0 ,GBP 13.95,23/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-PDS_II_2_0-01,INV-SUTU-PDS_II_2_0,PDS II 2-0, suture ,SUT-498087,05091146786691,box,LOC-STOCK-05, Vendor Loan Kit Holding Bay , B695417 ,N/A,27/06/2028,clear,sterile, 38 , 0 ,GBP 25.81,03/07/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-PDS_II_2_0-02,INV-SUTU-PDS_II_2_0,PDS II 2-0,suture,SUT-498087,05091146786691, box ,LOC-STOCK-01,Main Theatre Sterile Store,B571706,,15/07/2026,clear,sterile, 66 ,5,GBP 22.40,27/06/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-PDS_II_2_0-03,INV-SUTU-PDS_II_2_0,PDS II 2-0,suture,SUT-498087, 05091146786691 ,box,LOC-STOCK-03,Day Surgery Store,B120798,N/A,04/01/2027,clear,sterile,38,3,GBP 10.99,17/06/2026 00:00, ERP Materials Management 
LOT-SUTU-PROLENE_3_0-01,INV-SUTU-PROLENE_3_0,Prolene 3-0,suture,SUT-582540,05051778528922,box,LOC-STOCK-02, Orthopaedic Implant Store ,B918213,,04/01/2027, clear ,sterile, 74 ,2,GBP 23.50,17/06/2026 00:00,ERP Materials Management
LOT-SUTU-PROLENE_3_0-02,INV-SUTU-PROLENE_3_0,Prolene 3-0,suture,SUT-582540,05051778528922, box ,LOC-STOCK-01,Main Theatre Sterile Store, B499581 ,,06/10/2026,clear, sterile , 63 ,4,GBP 19.83,18/06/2026 00:00, Manual Theatre Stocktake 
LOT-SUTU-PROLENE_4_0-01,INV-SUTU-PROLENE_4_0,Prolene 4-0,suture,SUT-425320,05018242253584,box,LOC-STOCK-04,Trauma Emergency Cupboard,B761938,,08/07/2027,clear, sterile ,49, 4 ,GBP 35.08,06/07/2026 00:00, Manual Theatre Stocktake 
LOT-SUTU-PROLENE_4_0-02,INV-SUTU-PROLENE_4_0, Prolene 4-0 , suture ,SUT-425320,05018242253584,box,LOC-STOCK-03,Day Surgery Store,B784733,,15/07/2026,clear, sterile , 46 ,2,GBP 42.51,19/06/2026 00:00,ERP Materials Management
LOT-SUTU-SUTURETAPE_1_3MM-01,INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm, suture ,SUT-166801,05043842498182, box ,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B646240,N/A,07/08/2026,clear,sterile,52, 3 ,GBP 26.65,03/07/2026 00:00, Manual Theatre Stocktake 
LOT-SUTU-SUTURETAPE_1_3MM-02,INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm,suture,SUT-166801,05043842498182,box,LOC-STOCK-01,Main Theatre Sterile Store,B320800,N/A,15/07/2026,clear,sterile, 38 , 1 ,GBP 25.74,05/07/2026 00:00, Manual Theatre Stocktake 
LOT-SUTU-SUTURETAPE_1_3MM-03,INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm,suture,SUT-166801,05043842498182,box,LOC-STOCK-04, Trauma Emergency Cupboard ,B649435,N/A,06/10/2026,clear,sterile, 9 ,0,GBP 10.06,19/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-SUTURETAPE_1_3MM-04,INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm,suture,SUT-166801,05043842498182,box,LOC-STOCK-03, Day Surgery Store ,B340497,,18/06/2026, clear , sterile ,55,1,GBP 43.96,24/06/2026 00:00, ERP Materials Management 
LOT-SUTU-TI_CRON_2-01,INV-SUTU-TI_CRON_2,Ti-Cron #2,suture, SUT-633543 ,05029959001094, box ,LOC-STOCK-01,Main Theatre Sterile Store,B136862,N/A,15/07/2026,clear, sterile , 27 ,5,GBP 23.59,28/06/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-TI_CRON_2-02,INV-SUTU-TI_CRON_2,Ti-Cron #2,suture, SUT-633543 ,05029959001094,box,LOC-STOCK-03,Day Surgery Store,B675191,,06/10/2026,supplier_notice, sterile ,75,3,GBP 11.73,21/06/2026 00:00, Manual Theatre Stocktake 
LOT-SUTU-TIGERWIRE_2-01,INV-SUTU-TIGERWIRE_2, TigerWire #2 ,suture,SUT-576020,05096907844736,box,LOC-STOCK-04,Trauma Emergency Cupboard,B648887,,08/07/2027,clear, sterile ,78, 5 ,GBP 38.71,29/06/2026 00:00,ScanTrack Theatre Inventory
